Time,E (MeV),Flux (pfu)
2022-07-26 20:25,10.0,0.35036462545394903
2022-07-26 20:25,30.0,0.32536461949348405
2022-07-26 20:25,50.0,0.32436460256576505
2022-07-26 20:25,60.0,0.32336461544036804
2022-07-26 20:25,100.0,0.308364599943161
2022-07-26 20:25,500.0,0.277364611625671
2022-07-26 20:30,5.0,0.35569816827774003
2022-07-26 20:30,10.0,0.351698189973831
2022-07-26 20:30,30.0,0.312698185443878
2022-07-26 20:30,50.0,0.30969816446304305
2022-07-26 20:30,60.0,0.30669817328453003
2022-07-26 20:30,100.0,0.294698178768157
2022-07-26 20:30,500.0,0.27869817614555303
2022-07-26 20:35,5.0,0.390697926282882
2022-07-26 20:35,10.0,0.38169792294502203
2022-07-26 20:35,30.0,0.37469792366027804
2022-07-26 20:35,50.0,0.371697932481765
2022-07-26 20:35,60.0,0.370697945356369
2022-07-26 20:35,100.0,0.36269792914390503
2022-07-26 20:35,500.0,0.27869793772697404
2022-07-26 20:40,5.0,0.290692389011383
2022-07-26 20:40,10.0,0.28769236803054804
2022-07-26 20:40,30.0,0.281692385673522
2022-07-26 20:40,50.0,0.27869239449501004
2022-07-26 20:40,60.0,0.271692365407943
2022-07-26 20:40,100.0,0.261692374944686
2022-07-26 20:40,500.0,0.234692379832267
2022-07-26 20:45,5.0,0.36936181783676103
2022-07-26 20:45,10.0,0.365361839532852
2022-07-26 20:45,30.0,0.32436183094978305
2022-07-26 20:45,50.0,0.308361828327178
2022-07-26 20:45,60.0,0.301361829042434
2022-07-26 20:45,100.0,0.282361835241317
2022-07-26 20:45,500.0,0.257361829280853
2022-07-26 20:50,5.0,0.28302651643753
2022-07-26 20:50,10.0,0.281026512384414
2022-07-26 20:50,30.0,0.262026518583297
2022-07-26 20:50,50.0,0.261026501655578
2022-07-26 20:50,60.0,0.25902649760246205
2022-07-26 20:50,100.0,0.25702652335166903
2022-07-26 20:50,500.0,0.24402651190757702
2022-07-26 20:55,5.0,0.31469473242759705
2022-07-26 20:55,10.0,0.310694724321365
2022-07-26 20:55,30.0,0.30269473791122403
2022-07-26 20:55,50.0,0.301694720983505
2022-07-26 20:55,60.0,0.298694729804992
2022-07-26 20:55,100.0,0.278694719076156
2022-07-26 20:55,500.0,0.25469473004341103
2022-07-26 21:00,5.0,0.35836282372474604
2022-07-26 21:00,10.0,0.346362829208374
2022-07-26 21:00,30.0,0.305362820625305
2022-07-26 21:00,50.0,0.303362816572189
2022-07-26 21:00,60.0,0.30136284232139504
2022-07-26 21:00,100.0,0.29236283898353504
2022-07-26 21:00,500.0,0.265362828969955
2022-07-26 21:05,5.0,0.28436040878295904
2022-07-26 21:05,10.0,0.281360387802124
2022-07-26 21:05,30.0,0.260360389947891
2022-07-26 21:05,50.0,0.260360389947891
2022-07-26 21:05,60.0,0.259360402822494
2022-07-26 21:05,100.0,0.257360398769378
2022-07-26 21:05,500.0,0.24936039745807603
2022-07-26 21:10,5.0,0.395027726888656
2022-07-26 21:10,10.0,0.38202774524688704
2022-07-26 21:10,30.0,0.319027721881866
2022-07-26 21:10,50.0,0.317027747631073
2022-07-26 21:10,60.0,0.31302773952484103
2022-07-26 21:10,100.0,0.291027724742889
2022-07-26 21:10,500.0,0.260027736425399
2022-07-26 21:15,5.0,0.3593610227108
2022-07-26 21:15,10.0,0.35636103153228704
2022-07-26 21:15,30.0,0.349361032247543
2022-07-26 21:15,50.0,0.34636104106903004
2022-07-26 21:15,60.0,0.342361032962799
2022-07-26 21:15,100.0,0.339361041784286
2022-07-26 21:15,500.0,0.26136103272438
2022-07-26 21:20,5.0,0.35103014111518804
2022-07-26 21:20,10.0,0.347030133008956
2022-07-26 21:20,30.0,0.317030131816864
2022-07-26 21:20,50.0,0.316030144691467
2022-07-26 21:20,60.0,0.316030144691467
2022-07-26 21:20,100.0,0.31303015351295405
2022-07-26 21:20,500.0,0.28403013944625805
2022-07-26 21:25,5.0,0.30536076426506004
2022-07-26 21:25,10.0,0.303360760211944
2022-07-26 21:25,30.0,0.29636076092720004
2022-07-26 21:25,50.0,0.293360769748687
2022-07-26 21:25,60.0,0.292360752820968
2022-07-26 21:25,100.0,0.289360761642456
2022-07-26 21:25,500.0,0.261360764503479
2022-07-26 21:30,5.0,0.387692421674728
2022-07-26 21:30,10.0,0.38469243049621504
2022-07-26 21:30,30.0,0.323692440986633
2022-07-26 21:30,50.0,0.30869242548942505
2022-07-26 21:30,60.0,0.300692439079284
2022-07-26 21:30,100.0,0.274692445993423
2022-07-26 21:30,500.0,0.24669243395328502
2022-07-26 21:35,5.0,0.284692615270614
2022-07-26 21:35,10.0,0.281692624092102
2022-07-26 21:35,30.0,0.275692611932754
2022-07-26 21:35,50.0,0.272692620754241
2022-07-26 21:35,60.0,0.26969259977340704
2022-07-26 21:35,100.0,0.256692618131637
2022-07-26 21:35,500.0,0.24669261276721902
2022-07-26 21:40,5.0,0.44835755228996205
2022-07-26 21:40,10.0,0.40735757350921603
2022-07-26 21:40,30.0,0.31335756182670504
2022-07-26 21:40,50.0,0.31235757470130904
2022-07-26 21:40,60.0,0.306357562541961
2022-07-26 21:40,100.0,0.28535756468772805
2022-07-26 21:40,500.0,0.23335756361484503
2022-07-26 21:45,5.0,0.41836026310920704
2022-07-26 21:45,10.0,0.405360251665115
2022-07-26 21:45,30.0,0.34136027097702004
2022-07-26 21:45,50.0,0.34036025404930104
2022-07-26 21:45,60.0,0.34036025404930104
2022-07-26 21:45,100.0,0.338360279798507
2022-07-26 21:45,500.0,0.26536026597023005
2022-07-26 21:50,5.0,0.38569286465644803
2022-07-26 21:50,10.0,0.35069286823272705
2022-07-26 21:50,30.0,0.332692891359329
2022-07-26 21:50,50.0,0.32969287037849404
2022-07-26 21:50,60.0,0.324692875146865
2022-07-26 21:50,100.0,0.305692881345748
2022-07-26 21:50,500.0,0.266692876815795
2022-07-26 21:55,5.0,0.296691328287124
2022-07-26 21:55,10.0,0.294691354036331
2022-07-26 21:55,30.0,0.287691354751586
2022-07-26 21:55,50.0,0.27969133853912304
2022-07-26 21:55,60.0,0.27969133853912304
2022-07-26 21:55,100.0,0.27869135141372603
2022-07-26 21:55,500.0,0.25869134068489
2022-07-26 22:00,5.0,0.35135874152183505
2022-07-26 22:00,10.0,0.34935876727104104
2022-07-26 22:00,30.0,0.32235875725746105
2022-07-26 22:00,50.0,0.32035875320434504
2022-07-26 22:00,60.0,0.31935876607894903
2022-07-26 22:00,100.0,0.317358762025833
2022-07-26 22:00,500.0,0.26935875415802
2022-07-26 22:05,5.0,0.32402428984642
2022-07-26 22:05,10.0,0.32102429866790705
2022-07-26 22:05,30.0,0.28002429008483803
2022-07-26 22:05,50.0,0.27902427315711903
2022-07-26 22:05,60.0,0.27902427315711903
2022-07-26 22:05,100.0,0.277024298906326
2022-07-26 22:05,500.0,0.264024287462234
2022-07-26 22:10,5.0,0.409354001283645
2022-07-26 22:10,10.0,0.39635398983955306
2022-07-26 22:10,30.0,0.33535400032997104
2022-07-26 22:10,50.0,0.333353996276855
2022-07-26 22:10,60.0,0.332353979349136
2022-07-26 22:10,100.0,0.32635399699211104
2022-07-26 22:10,500.0,0.23335398733615803
2022-07-26 22:15,5.0,0.363688915967941
2022-07-26 22:15,10.0,0.36068889498710605
2022-07-26 22:15,30.0,0.324688911437988
2022-07-26 22:15,50.0,0.324688911437988
2022-07-26 22:15,60.0,0.32268890738487205
2022-07-26 22:15,100.0,0.31168889999389604
2022-07-26 22:15,500.0,0.26268890500068603
2022-07-26 22:20,5.0,0.319019436836242
2022-07-26 22:20,10.0,0.290019422769546
2022-07-26 22:20,30.0,0.273019433021545
2022-07-26 22:20,50.0,0.272019445896148
2022-07-26 22:20,60.0,0.271019428968429
2022-07-26 22:20,100.0,0.26601943373680104
2022-07-26 22:20,500.0,0.228019431233406
2022-07-26 22:25,5.0,0.30502343177795405
2022-07-26 22:25,10.0,0.30302342772483803
2022-07-26 22:25,30.0,0.29602342844009405
2022-07-26 22:25,50.0,0.29502341151237405
2022-07-26 22:25,60.0,0.29302343726158103
2022-07-26 22:25,100.0,0.28402343392372104
2022-07-26 22:25,500.0,0.26402342319488503
2022-07-26 22:30,5.0,0.43202331662178
2022-07-26 22:30,10.0,0.41002333164215005
2022-07-26 22:30,30.0,0.33102333545684803
2022-07-26 22:30,50.0,0.327023327350616
2022-07-26 22:30,60.0,0.32102331519126803
2022-07-26 22:30,100.0,0.30402332544326705
2022-07-26 22:30,500.0,0.260023325681686
2022-07-26 22:35,5.0,0.35501977801322904
2022-07-26 22:35,10.0,0.31901979446411105
2022-07-26 22:35,30.0,0.28901979327201804
2022-07-26 22:35,50.0,0.28301978111267
2022-07-26 22:35,60.0,0.282019793987274
2022-07-26 22:35,100.0,0.27701979875564503
2022-07-26 22:35,500.0,0.220019787549972
2022-07-26 22:40,5.0,0.553691804409027
2022-07-26 22:40,10.0,0.461691796779632
2022-07-26 22:40,30.0,0.319691807031631
2022-07-26 22:40,50.0,0.316691815853118
2022-07-26 22:40,60.0,0.31369179487228305
2022-07-26 22:40,100.0,0.309691816568374
2022-07-26 22:40,500.0,0.28269180655479403
2022-07-26 22:45,5.0,0.38702544569969105
2022-07-26 22:45,10.0,0.38302543759346
2022-07-26 22:45,30.0,0.35502544045448303
2022-07-26 22:45,50.0,0.353025466203689
2022-07-26 22:45,60.0,0.34802544116973805
2022-07-26 22:45,100.0,0.335025459527969
2022-07-26 22:45,500.0,0.28002545237541204
2022-07-26 22:50,5.0,0.37569084763526905
2022-07-26 22:50,10.0,0.339690864086151
2022-07-26 22:50,30.0,0.29769083857536305
2022-07-26 22:50,50.0,0.293690860271453
2022-07-26 22:50,60.0,0.293690860271453
2022-07-26 22:50,100.0,0.28769084811210605
2022-07-26 22:50,500.0,0.26669085025787304
2022-07-26 22:55,5.0,0.44935810565948403
2022-07-26 22:55,10.0,0.416358113288879
2022-07-26 22:55,30.0,0.310358107089996
2022-07-26 22:55,50.0,0.309358119964599
2022-07-26 22:55,60.0,0.30635812878608704
2022-07-26 22:55,100.0,0.294358134269714
2022-07-26 22:55,500.0,0.265358120203018
2022-07-26 23:00,5.0,0.36502540111541704
2022-07-26 23:00,10.0,0.35602539777755704
2022-07-26 23:00,30.0,0.33602541685104304
2022-07-26 23:00,50.0,0.323025405406951
2022-07-26 23:00,60.0,0.31802541017532304
2022-07-26 23:00,100.0,0.30002540349960305
2022-07-26 23:00,500.0,0.256025403738021
2022-07-26 23:05,5.0,0.34835985302925104
2022-07-26 23:05,10.0,0.345359861850738
2022-07-26 23:05,30.0,0.325359851121902
2022-07-26 23:05,50.0,0.324359863996505
2022-07-26 23:05,60.0,0.323359847068786
2022-07-26 23:05,100.0,0.31835985183715804
2022-07-26 23:05,500.0,0.26935985684394803
2022-07-26 23:10,5.0,0.31535947322845403
2022-07-26 23:10,10.0,0.313359469175338
2022-07-26 23:10,30.0,0.30535945296287503
2022-07-26 23:10,50.0,0.302359461784362
2022-07-26 23:10,60.0,0.302359461784362
2022-07-26 23:10,100.0,0.29935947060585
2022-07-26 23:10,500.0,0.265359461307525
2022-07-26 23:15,5.0,0.330025345087051
2022-07-26 23:15,10.0,0.30602532625198303
2022-07-26 23:15,30.0,0.291025340557098
2022-07-26 23:15,50.0,0.290025323629379
2022-07-26 23:15,60.0,0.28902533650398204
2022-07-26 23:15,100.0,0.284025341272354
2022-07-26 23:15,500.0,0.264025330543518
2022-07-26 23:20,5.0,0.47768932580947804
2022-07-26 23:20,10.0,0.39268931746482805
2022-07-26 23:20,30.0,0.269689321517944
2022-07-26 23:20,50.0,0.26668933033943104
2022-07-26 23:20,60.0,0.26468932628631503
2022-07-26 23:20,100.0,0.258689314126968
